ID,Groups,Company,email,website,profile,address,CIA - AKA,CIA - MKT,country,GEO code,GEO coord,GMaps,SECTOR,PTEs,BRANDs,Notes;;;;;;;
16,LSN,Agrial (grp),,http://www.agrial.com/,,Agrial; 4 Rue des Roquemonts;14000; Caen;" FRANCE,,,France,FR-0703,""49.20054643428809, -0.3754732739459302"",""https://www.google.com/maps/search/?api=1&query=48.55284211732332,-3.1124136448337887"",""dairy, food"",,,2026/04 Lasenor";;;
17,LSN,AIT Ingredients (fr),,https://www.ait-ingredients.com/,,AIT Ingredients; 7 Quai de l'Apport Paris;91100; Corbeil-Essonnes;" FRANCE,Ait Ingredients (fr),,France,FR-0802,""48.61486227476596, 2.478690370992875"",""https://www.google.com/maps/search/?api=1&query=38.076449645103445,-1.2246508447813282"",bakery,,,2026/04 Lasenor";;;
18,LSN,Alain Ducasse (fr),,http://www.ducasse-paris.com,,Alain Ducasse; 3 Esp. du Foncet;92441; Issy-les-Moulineaux;" FRANCE,""Groupe Ducasse Paris (fr), Manufactures Alain Ducasse (fr)"",,France,FR-0802,""48.82694763994465, 2.260659477998564"",""https://www.google.com/maps/search/?api=1&query=48.0819923350479,1.8683046917402357"",""xoco, frozen desserts, bakery"",""dolç, ice-cream, biscuit / coca"",,2026/04 Lasenor";;;
"19,LSN,Alain-Milliat (fr),,https://alain-milliat.com/,,""17 All. James Joule, 26000 Valence, FRANCE"",alain milliat (fr),,France,FR-0601,""44.88912900202673, 4.8874716955532005"",""https://www.google.com/maps/search/?api=1&query=50.325798087685676,2.988463620654309"",beverage,,,2026/04 Lasenor";;;;;;;
"20,LSN,Alfagel (fr),,https://alfagel.com/,,""Alfagel"; ZI La Burlière, 38 rue Simone Veil;13530; Trets en Provence;" FRANCE"",,,France,FR-0303,""43.45602674834252, 5.679624281357696"",""https://www.google.com/maps/search/?api=1&query=43.29349835875433,-1.9001800291366224"",frozen desserts,""ice-cream, biscuit / coca"",""Maison de la Glace, Popelino, Pop Fruit, Pop Polo"",2026/04 Lasenor";;;
"21,LSN,Alimani (ma),,https://www.alimani.ma/,,""Lot 326, ZI Mejjat"; Meknès;50000;" MOROCCO"",,,Morocco,,""33.824230859481354, -5.5252177722373546"",""https://www.google.com/maps/search/?api=1&query=47.01410356022731,4.849091086814029"",bakery,,,""2025/06 Lasenor";;;;
"contacte David Yañez""";;;;;;;
22,LSN,Alliance Maestria (fr),,https://www.maestria.fr/fr/,,Alliance Maestria; 1 Rue Denis Papin; 09100; Pamiers;" FRANCE,,,France,FR-0202,""43.12065108803653, 1.61993176638679"",""https://www.google.com/maps/search/?api=1&query=48.065721363616234,0.2821150573436527"",chemical,,,2026/04 Lasenor";;;
"23,LSN,almalibre (es),,https://www.almalibreacaihouse.com/,,""Carrer de Roteros, 16, bajo izquierda, Ciutat Vella";46003; València; Valencia;" SPAIN"",açaí house (es),,Spain,,""39.479189759933845, -0.3774670957217932"",""https://www.google.com/maps/search/?api=1&query=48.56859097952716,2.028175164569338"",frozen desserts,ice-cream,,2026/03 Lasenor";;;
"24,LSN,Almimet (fr),,http://www.almimet.com/,,""Almimet"; 18, RUE DE LA MICHODIERE;75002; PARIS;" FRANCE"",,,France,FR-0801,""48.87043093346531, 2.3349184400116836"",""https://www.google.com/maps/search/?api=1&query=36.765429666502236,-4.092598383529764"",additives,,,2026/04 Lasenor";;;
25,LSN,Alpes Biscuits (fr),,http://www.alpesbiscuits.com/; https://www.biosoleil.com/,,Alpes Biscuits; 72 Rte du Bout du Lac za Artisanale;74210; Lathuile;" FRANCE,,,France,FR-0602',""45.78958431470339, 6.211070677012403"",""https://www.google.com/maps/search/?api=1&query=47.738574933827365,-3.499358670631465"",""bakery, BIO"",,,2026/04 Lasenor";;
26,LSN,Alti Flore (fr),,https://www.altiflore.com/fr/,,Boutique AltiFlore - Bar à glaces Le petit Randonneur; 1205 route d’Orcière Les Estèves; 05260; Chabotter;" FRANCE,Altiflore (fr),,France,FR-0303,""44.642501016166015, 6.157621824003577"",""https://www.google.com/maps/search/?api=1&query=50.69617329144352,2.2714290043907783"",frozen desserts,,,2026/04 Lasenor";;;
"27,LSN,Andreu Alimentació (cat),,https://www.grupandreu.com/,,""Carrer Pica d'Estats, 119"; 08272; Sant Fruitós de Bages; Barcelona;" SPAIN"",Andreu Alimentacio (cat),,Spain,,""41.75397559486392, 1.8626557170973632"",""https://www.google.com/maps/search/?api=1&query=47.63129377671855,1.4831084119405231"",food,,,2026/04 Lasenor";;;
28,LSN,Andros (fr),,https://www.andros.fr/,,Andros R&D Center; La Raufie No. 3;19120; Altillac;" FRANCE,,Andros (grp),France,FR-0501,""44.98805606759149, 1.8654291137540961"",""https://www.google.com/maps/search/?api=1&query=48.64253679414266,-0.7128131601650856"",""bakery, confectionary"",,,2026/04 Lasenor";;;
29,LSN,Andros R&D (fr),,https://www.andros.fr/,,Andros R&D Center; La Raufie No. 3;19120; Altillac;" FRANCE,,Andros (grp),France,FR-0501,""44.98805606759149, 1.8654291137540961"",""https://www.google.com/maps/search/?api=1&query=47.709683189013106,-3.346208978447921"",""bakery, confectionary"",,,2026/04 Lasenor";;;
"30,LSN,Angiolo (fr),,https://angiolo.com/,,""Laboratoire de Haute Glacerie"; Saint-Germain-des-Prés, 180 Boulevard Saint-Germain;75006; Paris;" FRANCE"",,,France,FR-0801,""48.85454917074884, 2.331803690373799"",""https://www.google.com/maps/search/?api=1&query=45.26838877303167,4.86192667753603"",frozen desserts,ice-cream,,2026/04 Lasenor";;;
31,LSN,Antartic II (fr),,https://recrutement.agromousquetaires.com/unite-production/antartic-2/,,ZA; 07800; CHARMES SUR RHONE;" FRANCE,""Antartic II (fr), Agromousquetaires (fr)"",Les Mousquetaires (grp),France,FR-0601,""44.86951347235059, 4.841653395087274"",""https://www.google.com/maps/search/?api=1&query=48.51389346978803,-4.763862100911205"",salses,,,2026/04 Lasenor";;;;
32,LSN,aptunion (fr),,https://www.aptunion.com/,,Aptunion; 540 Quartier Salignan;84400; Provence-Alpes-Côtes d'Azur;" FRANCE,Aptunion Industrie (fr),Mireolian (grp),France,FR-0302,""43.886032022462814, 5.360264036785702"",""https://www.google.com/maps/search/?api=1&query=47.738574933827365,-3.499358670631465"",""confectionary, nutra / pharma"",dolç,,2026/04 Lasenor";;;
"33,LSN,Armor Délices (fr),,https://www.armor-delices.fr/,,""ZI de Bellevue, 2 Imp. des Ajoncs, 22200 Saint-Agathon, FRANCE"",Armor Delices (fr),Goûters Magiques (grp),France,FR-0702,""48.55284211732332, -3.1124136448337887"",""https://www.google.com/maps/search/?api=1&query=44.36113523588465,1.2497932987167732"",bakery,biscuit / coca,Armor Délices,2026/04 Lasenor";;;;;;;
34,LSN,Armor Protéines (fr),,https://www.armor-proteines.fr/; https://www.armor-dairy.com/,,19 bis rue de la Libération; Saint-Brice-en-Coglès;35460; Maen Roch;" FRANCE,,Groupe Savencia (fr),France,FR-0703,""48.41537807943048, -1.3626213065937918"",""https://www.google.com/maps/search/?api=1&query=49.977496334352956,3.4458705365740454"",""dairy, ingredients"",,,""2026/04 Lasenor";;
"Armor Protéines (fr) / Armor Proteines (fr)""";;;;;;;
35,LSN,Aroma Sense (fr),,http://www.aromasense.fr,,3 All. des Maraîchers;13013; Marseille;" FRANCE,,,France,FR-0301,""43.34000897060873, 5.433073048702692"",""https://www.google.com/maps/search/?api=1&query=48.70361555570298,1.8546557157843597"",additives,,,2026/04 Lasenor";;;;
"36,LSN,Aromas Arconsa (es),,https://www.martinbraun.es/es-ES/categoria-de-producto/heladeria,,""Martin Braun"; Montevideo, s/n;30500; Molina de Segura; Murcia ;" SPAIN"",Martin Braun (es),Martin Braun Gruppe (grp),Spain,,""38.076449645103445, -1.2246508447813282"",""https://www.google.com/maps/search/?api=1&query=49.19912235671655,-0.2956291507517867"",additives,,,2026/04 Lasenor";;
37,LSN,artenay foods (fr),,https://artenayfoods.com/,,Artenay Foods; Route Departementale N 5;45410; Artenay;" FRANCE,Artenay Bars (fr),,France,FR-0803,""48.0819923350479, 1.8683046917402357"",""https://www.google.com/maps/search/?api=1&query=48.40021888474747,-1.3131115622323446"",""confectionary, xoco"",""cereals, dolç"",,2026/04 Lasenor";;;
38,LSN,Artésienne de Minoterie (fr),,http://www.artesiennedeminoterie.com/,,Artesienne de Minoterie; 8 Rue du Moulin;62490; Vitry-en-Artois;" FRANCE,Artesienne de Minoterie (fr),,France,FR-1002,""50.325798087685676, 2.988463620654309"",""https://www.google.com/maps/search/?api=1&query=47.83250677682884,-0.2995469635349581"",bakery,,,""2026/04 Lasenor";;;
" Artésienne de Minoterie (fr) / Artesienne de Minoterie (fr)""";;;;;;;
39,LSN,ATC Tannery Chemicals (fr),,http://www.atc.fr/,,CL 193 ALLEE CROIX DES HORMES Z.ATISAN;69250; MONTANAY;" FRANCE,,,France,FR-0602,""45.88242380620377, 4.876295115726101"",""https://www.google.com/maps/search/?api=1&query=50.14226576738416,4.811525292277925"",chemical,,,2026/04 Lasenor";;;;
"40,LSN,Auxiliar de Productos Alimentarios (es),,https://www.apasa.es/,,""Egiburuberri Pasealekua Ibilbidea, 23c";20100; Errenteria; Gipuzkoa;" SPAIN"",Apasa (es),,Spain,,""43.29349835875433, -1.9001800291366224"",""https://www.google.com/maps/search/?api=1&query=46.14350489524711,5.283815279270079"",additives,,,2026/04 Lasenor";;;
41,LSN,Balarama (fr),,https://balarama.eu/,,Balarama; 20 Rue Edouard Branly;37230; Fondettes;" FRANCE,,,France,FR-0403,""47.40976837682914, 0.6255861037384975"",""https://www.google.com/maps/search/?api=1&query=43.36289663514209,-0.39138057174037544"",""bakery, snacks, oils"",cereals,,2026/04 Lasenor";;;
42,LSN,Baracao (ma),contact@baracao.ma,https://baracao.ma/,,ZI Sidi Maarouf; Casablanca;20280;" MOROCCO,,,Morocco,,""33.51027750252043, -7.660667420890989"",""https://www.google.com/maps/search/?api=1&query=45.066046722117896,4.867313389032175"",xoco,xoco (per venta B2B),,""2026/06 Lasenor";;;;
"visita 30/06/26""";;;;;;;
"43,LSN,Barentz (fr),,https://www.barentz.com/,,""Tour Egée, 9-11 Allée de l'Arche";92400; Courbevoie;" FRANCE"",,,France,FR-0802,""48.895131314377025, 2.238276122392515"",""https://www.google.com/maps/search/?api=1&query=46.187693849243665,5.300748978330353"",""additives, ingredients, partner"",,,2026/04 Lasenor";;;;
"44,LSN,Barry Callebaut Manufacturing France (fr),,https://www.barry-callebaut.com/,,""Barry Callebaut"; 5, BD MICHELET, BP 40;78250; HARDRICOURT;" FRANCE"",,Barry Callebaut (grp),France,FR-0802,""49.003782419177476, 1.8997678626484897"",""https://www.google.com/maps/search/?api=1&query=47.49023263527682,4.351830692873167"",salses,,,2026/04 Lasenor";;;
45,LSN,BASF (fr),,https://www.basf.com/fr/fr,,BASF Beauty Care Solutions France S.A.S.; 3 rue de Seichamps;54425; Pulnoy;" FRANCE,BASF Beauty Care Solutions (fr),BASF (grp),France,FR-0903,""48.70384727299084, 6.259133577546352"",""https://www.google.com/maps/search/?api=1&query=43.98352745068067,1.325982360296557"",""bakery, cosmetic"",,,2026/04 Lasenor";;;
46,LSN,BASF Beauty Care Solutions (fr),,https://www.basf.com/fr/fr,,BASF Beauty Care Solutions France S.A.S.; 3 rue de Seichamps;54425; Pulnoy;" FRANCE,BASF Beauty Care Solutions (fr),BASF (grp),France,FR-0903,""48.70384727299084, 6.259133577546352"",""https://www.google.com/maps/search/?api=1&query=47.483581399695254,4.348884789102491"",""bakery, cosmetic"",,,2026/04 Lasenor";;;
"47,LSN,Beaune Brioche (fr),,https://www.laboulangere.com/,,""Rte de Verdun, 21200 Beaune, FRANCE"",,""norac foods (grp), La Boulangère (grp)"",France,FR-0603,""47.01410356022731, 4.849091086814029"",""https://www.google.com/maps/search/?api=1&query=49.387883692307035,1.0793944758131813"",bakery,,,2026/04 Lasenor";;;;;;;
48,LSN,Bello & Angeli (fr),,https://www.belloangeli.fr/,,Bello & Angeli; 4 rue Victor Hugo;31000; Toulouse;" FRANCE,Artisan Chocolatier Glacier Bello & Angeli (fr),,France,FR-0202,""43.606011147326505, 1.4474692031564995"",""https://www.google.com/maps/search/?api=1&query=47.20055319318511,-1.6367754572628581"",""xoco, frozen desserts"",""dolç, xoco, ice-cream, biscuit / coca"",,2026/04 Lasenor";;;
49,LSN,Best Biscuits Maroc - BBM (ma),,https://bebiscuits.ma/,,Lot 121 Zone Industrtielle Sahel; Soualem;" MOROCCO,,ANOUR INVEST,Morocco,,""33.42140815569906, -7.8385924882117415"",""https://www.google.com/maps/search/?api=1&query=48.73568716014111,2.7863384186910913"",""bakery, xoco"",""biscuits, génoise, i pastissets de xoco"",""Excelo (biscuits), Be! (biscuits), PICKËRS (gaufrette)"",2026/06 Lasenor";;;;;
"50,LSN,Best Brands (tn),,www.bestbrands.com.tn,,""Lot 10, ZI El Agba";2087; Tunis;" TUNISIA"",,,Tunisia,,""36.791568288724854, 10.070374141050959"",""https://www.google.com/maps/search/?api=1&query=43.43563308678571,5.2437941671216235"",""bakery, instant, beverage, confectionary, frozen desserts"",""premixes bakery, premixes pastry, instant beverage"",""SMART CHEF, Fruit'O, Fresco"",2026/05/11 Lasenor visita";;;;
"51,LSN,Bico de Xeado (es),,https://bicodexeado.es/,,""Bico de Xeado"; Rúa Parroquia de Rois, D-4;15165; Bergondo; A Coruña;" SPAIN"",""Cooperativa Agraria Provincial de A Coruña, S. Coop. Galega, CAP"",,Spain,,""43.313718684495775, -8.272032929241174"",""https://www.google.com/maps/search/?api=1&query=43.76812415917407,1.6673380045723967"",frozen desserts,ice-cream,,2026/04 Lasenor";;
52,LSN,Bihur (fr),,https://www.bihur.eus/,,33 Lakurako Bidea;;64240; Ayherre;" FRANCE,,,France,FR-0103,""43.38838115251162, -1.2717722820806208"",""https://www.google.com/maps/search/?api=1&query=49.5408598349932,1.0619712343046812"",""enginy / SVCs, ingredients"",lutte contre le gaspillage alimentaire,,2026/04 Lasenor";;;
"53,LSN,Biodevas Laboratoires (fr),,https://biodevas.fr/,,""Biodevas Laboratoires, 21 Rue des Chardons, 72460 Savigné-l'Évêque, FRANCE"",,,France,FR-0703,""48.065721363616234, 0.2821150573436527"",""https://www.google.com/maps/search/?api=1&query=45.72645408277015,4.959566244101771"",feed,,,2026/04 Lasenor";;;;;;;
"54,LSN,Bionov Robertet (fr),,https://www.robertet.com/,,""Bionov"; Miniparc Euromédicine, 939 rue de la Croix Verte;34090; Montpellier;" FRANCE"",,,France,FR-0301,""43.644185036344055, 3.8430567176106267"",""https://www.google.com/maps/search/?api=1&query=49.930995242717614,2.268905192111262"",ingredients,,,""2026/06 Lasenor";;;
División de salud y belleza del Grupo Robertet, líder mundial en materias primas naturales aromáticas. Extractos botánicos, aceites esenciales.;;;;;;;
"Bionov, filial de Robertet""";;;;;;;
"55,LSN,Biosynthis (fr),,http://www.biosynthis.com/,,""Biosynthis"; CL 4 BIS, RUE DE FOISNARD;91410; ST CYR S/S DOURDAN;" FRANCE"",,,France,FR-0803,""48.56859097952716, 2.028175164569338"",""https://www.google.com/maps/search/?api=1&query=47.0016809220347,-0.6493853200406436"",additives,,,2026/04 Lasenor";;;
"56,LSN,Biotrap (es),,https://www.biotrap.es/,,""Biotrap"; C. Velazquez, 18; Vélez-Málaga; Málaga;" SPAIN"",,,Spain,,""36.765429666502236, -4.092598383529764"",""https://www.google.com/maps/search/?api=1&query=44.85336511381376,4.872628923061698"",frozen desserts,,,2026/04 Lasenor";;;
57,LSN,Birdy nam nam (fr),,http://www.birdy-nam-nam.fr/,,62 Rue de Brest;69002; Lyon;" FRANCE,,,France,FR-0602,""45.76114671670079, 4.832166731998998"",""https://www.google.com/maps/search/?api=1&query=48.650506081301074,6.133625840210464"",frozen desserts,ice-cream,,2026/04 Lasenor";;;;
58,LSN,Biscamine (ma),,,,Km 11.5 Route De Médiouna; Casablanca;20100;" MOROCCO,,,Morocco,,""33.51191476837331, -7.5560807418813045"",""https://www.google.com/maps/search/?api=1&query=44.74002386336281,-0.6132423365215516"",bakery,""biscuits, gaufrettes"",,""2025/06 Lasenor";;;;
Biscuiterie & Confiserie Amine;;;;;;;
"contacte David Yañez""";;;;;;;
59,LSN,Biscuil (fr),,,,Zone Artisanale Lamprat;29270; Plounévézel;" FRANCE,,,France,FR-0702,""48.299910237836166, -3.5560482523613075"",""https://www.google.com/maps/search/?api=1&query=48.75605855343028,2.4742791284220984"",bakery,,,2026/04 Lasenor";;;;
60,LSN,Biscuit International (grp),,https://www.biscuitinternational.com/,,Biscuit International - Montauban; ZI SUD PARAGES;82001; Montauban;" FRANCE,Biscuit International,Biscuit International (grp),France,FR-0202,""43.98352745068067, 1.325982360296557"",""https://www.google.com/maps/search/?api=1&query=47.7558544563426,-2.3600989320034595"",bakery,,,2026/04 Lasenor";;;
61,LSN,Biscuiterie Atelier D (grp),,https://www.biscuiterieatelierd.com/,,Biscuiterie du Fort-Bloqué; 19 boulevard de l’Océan;56270; Ploemeur;" FRANCE,,Biscuiterie Atelier D (grp),France,FR-0702,""47.738574933827365, -3.499358670631465"",""https://www.google.com/maps/search/?api=1&query=48.10495985220617,7.365179326484173"",bakery,biscuit / coca,,2026/04 Lasenor";;;
62,LSN,Biscuiterie Bourdon Patis'Nord (fr),,http://www.gaufresbourdon.fr/,,Patis'Nord; ZA de la Fontaine Colette;62570; Helfaut;" FRANCE,Bourdon Biscuiterie Artisanale (fr),,France,FR-1001,""50.69617329144352, 2.2714290043907783"",""https://www.google.com/maps/search/?api=1&query=47.93121462783758,-4.068917753310067"",""bakery, xoco"",crêpe / pancake,La Gaufre Bourdon,2026/04 Lasenor";;;
63,LSN,Biscuiterie de Bourgogne (fr),,https://www.biscuiterie-bourgogne.com/,,Biscuiterie de Bourgogne; Hameau Le Puits D Edme;89440; Joux-la-Ville;" FRANCE,Chocolaterie Chopard (fr),,France,FR-0803,""47.607212150088145, 3.8636958853086494"",""https://www.google.com/maps/search/?api=1&query=47.2094835735843,-1.5279691626608853"",salses,""xoco, biscuit / coca"",,2026/04 Lasenor";;;
64,LSN,Biscuiterie de Chambord (fr),,https://biscuiteriedechambord.fr/,,Biscuiterie de Chambord; 30 bis rue de Chambord;41250; Maslives;" FRANCE,,,France,FR-0803,""47.63129377671855, 1.4831084119405231"",""https://www.google.com/maps/search/?api=1&query=43.66288522356141,1.46001141641611"",bakery,biscuit / coca,,2026/04 Lasenor";;;
65,LSN,Biscuiterie de l'Abbaye (fr),,http://www.biscuiterie-abbaye.com/,,Biscuiterie de L'Abbaye; Route du Val;61700; Lonlay l'Abbaye;" FRANCE,,,France,FR-0703,""48.64253679414266, -0.7128131601650856"",""https://www.google.com/maps/search/?api=1&query=43.11322788086008,-2.053783916863439"",bakery,biscuit / coca,,2026/04 Lasenor";;;
66,LSN,Biscuiterie de la Citadelle (fr),,https://www.biscuiteriedelacitadelle.bzh/,,Biscuiterie de la Citadelle; 105 Route de Locmalo;56290; Port-Louis;" FRANCE,,Biscuiterie Atelier D (grp),France,FR-0702,""47.709683189013106, -3.346208978447921"",""https://www.google.com/maps/search/?api=1&query=43.08173375836077,-8.257267674257616"",""bakery, confectionary"",""biscuit / coca, dolç, crema"",,2026/04 Lasenor";;;
67,LSN,Biscuiterie de la Pointe Saint-Mathieu (fr),,https://www.biscuiteriedesaintmathieu.com/,,Biscuiterie de la Pointe Saint-Mathieu; 118 Le Lannou;29217; Plougonvelin;" FRANCE,,Biscuiterie Atelier D (grp),France,FR-0702,""48.353056242605376, -4.718495514911155"",""https://www.google.com/maps/search/?api=1&query=49.90353081417036,2.4734733846100325"",""bakery, confectionary"",""biscuit / coca, dolç, crema"",,2026/04 Lasenor";;;
"68,LSN,Biscuiterie de la Tour d’Albon (fr),,http://www.biscuits-bouvard.com/,,""230 Rte de Fondeville, 26140 Anneyron, FRANCE"",,Biscuits Bouvard (grp),France,FR-0601,""45.26838877303167, 4.86192667753603"",""https://www.google.com/maps/search/?api=1&query=45.8606858696833,5.950722832215609"",""bakery, xoco"",,,2026/04 Lasenor";;;;;;;
69,LSN,Biscuiterie de Provence (fr),,https://www.biscuiterie-de-provence.com/,,Biscuiterie de Provence;26110; St. Maurice sur Eygues;" FRANCE,""La Fabrique, Croquettes de Vinsobres, Le Petit Duc"",,France,FR-0302,""44.30055440698952, 5.013627462589204"",""https://www.google.com/maps/search/?api=1&query=45.860880074367515,5.95071301930742"",""bakery, confectionary, xoco"",""biscuit / coca, bakery, dolç, xoco"",""Croquettes de Vinsobres, Biscuiterie de Provence, Le Petit Duc"",2026/04 Lasenor";;;;
"70,LSN,Biscuiterie des Abers (fr),,https://www.biscuiteriedesabers.com/,,""Biscuiterie des Abers"; 55, rue de l'Europe;29840; Porspoder;" FRANCE"",,Biscuiterie Atelier D (grp),France,FR-0702,""48.51389346978803, -4.763862100911205"",""https://www.google.com/maps/search/?api=1&query=50.6767499967108,3.1200158183404643"",""bakery, confectionary"",""biscuit / coca, dolç"",,2026/04 Lasenor";;;
71,LSN,Biscuiterie du Fort-Bloqué (fr),,https://www.biscuiteriedufortbloque.com/,,Biscuiterie du Fort-Bloqué; 19 boulevard de l’Océan;56270; Ploemeur;" FRANCE,,Biscuiterie Atelier D (grp),France,FR-0702,""47.738574933827365, -3.499358670631465"",""https://www.google.com/maps/search/?api=1&query=41.909782754986644,0.4452896705296795"",""bakery, confectionary"",""biscuit / coca, dolç"",,2026/04 Lasenor";;;
72,LSN,Biscuiterie du Quercy (fr),,https://www.biscuiterieduquercy.com/fr/accueil/,,Biscuiterie du Quercy; Les Saules;46800; Barguelonne-en-Quercy;" FRANCE,,,France,FR-0202,""44.36113523588465, 1.2497932987167732"",""https://www.google.com/maps/search/?api=1&query=44.5882063347663,-0.31642410800902526"",bakery,""biscuit / coca, dolç, crêpe / pancake"",,2026/04 Lasenor";;;
"73,LSN,Biscuiterie Dutoit (fr),,http://www.biscuiteriedutoit.com/,,""Biscuiterie Dutoit, ZAC Moulin Mayeux, Rue de Saint-Quentin, 02110 Bohain-en-Vermandois, FRANCE"",Verquin Confiseur,,France,FR-1003,""49.977496334352956, 3.4458705365740454"",""https://www.google.com/maps/search/?api=1&query=42.59588481194007,-8.67340294336795"",bakery,crêpe / pancake,,2026/04 Lasenor";;;;;;;
